原文: 第五章：扰乱  positive_prob: 0.579792  confidence: 0.066204  negative_prob: 0.420208  sentiment: 2.000000  
 原文: 第五章：扰乱  positive_prob: 0.579792  confidence: 0.066204  negative_prob: 0.420208  sentiment: 2.000000  
 原文: 　　1．  positive_prob: 0.414694  confidence: 0.078459  negative_prob: 0.585306  sentiment: 0.000000  
 原文: 　　1．  positive_prob: 0.414694  confidence: 0.078459  negative_prob: 0.585306  sentiment: 0.000000  
 原文: 　　直接喝了一口不加水的威士忌，只觉得喉咙深处火辣辣的。  positive_prob: 0.393417  confidence: 0.125739  negative_prob: 0.606583  sentiment: 0.000000  
 原文: 　　直接喝了一口不加水的威士忌，只觉得喉咙深处火辣辣的。  positive_prob: 0.393417  confidence: 0.125739  negative_prob: 0.606583  sentiment: 0.000000  
 原文: 　　他已经好久没有喝酒了，而这瓶威士忌是由真的朋友不知什么时候送给她的。  positive_prob: 0.744313  confidence: 0.431807  negative_prob: 0.255687  sentiment: 2.000000  
 原文: 　　他已经好久没有喝酒了，而这瓶威士忌是由真的朋友不知什么时候送给她的。  positive_prob: 0.744313  confidence: 0.431807  negative_prob: 0.255687  sentiment: 2.000000  
 原文: 　　“说是打工的那家酒吧倒闭了，所以大家就把剩下的酒全部分了。虽然我也不怎么喜欢威士忌，不过偶尔来上一点倒也不错。”  positive_prob: 0.191282  confidence: 0.574929  negative_prob: 0.808718  sentiment: 0.000000  
 原文: 　　“说是打工的那家酒吧倒闭了，所以大家就把剩下的酒全部分了。虽然我也不怎么喜欢威士忌，不过偶尔来上一点倒也不错。”  positive_prob: 0.191282  confidence: 0.574929  negative_prob: 0.808718  sentiment: 0.000000  
 原文: 　　“如果是红酒的话就好了。”她笑着说。  positive_prob: 0.697079  confidence: 0.326842  negative_prob: 0.302921  sentiment: 2.000000  
 原文: 　　“如果是红酒的话就好了。”她笑着说。  positive_prob: 0.697079  confidence: 0.326842  negative_prob: 0.302921  sentiment: 2.000000  
 原文: 　　这瓶威士忌和杯面之类的一道被放进了柜子里。因为冰箱里没有冰块，无奈之下，只得这么干喝了。  positive_prob: 0.131200  confidence: 0.708444  negative_prob: 0.868800  sentiment: 0.000000  
 原文: 　　这瓶威士忌和杯面之类的一道被放进了柜子里。因为冰箱里没有冰块，无奈之下，只得这么干喝了。  positive_prob: 0.131200  confidence: 0.708444  negative_prob: 0.868800  sentiment: 0.000000  
 原文: 　　看起来是瓶高级酒，入喉却感觉不到丝毫的美味。何况他并非为了品酒而喝，而且他本来就不懂酒的好坏。他喝酒，只不过是为了换来一醉。  positive_prob: 0.949347  confidence: 0.887438  negative_prob: 0.050653  sentiment: 2.000000  
 原文: 　　看起来是瓶高级酒，入喉却感觉不到丝毫的美味。何况他并非为了品酒而喝，而且他本来就不懂酒的好坏。他喝酒，只不过是为了换来一醉。  positive_prob: 0.949347  confidence: 0.887438  negative_prob: 0.050653  sentiment: 2.000000  
 原文: 　　他坐在餐椅上，手上拿着一只装满了琥珀色液体的酒杯，将目光投向了相邻的日式房间。  positive_prob: 0.600668  confidence: 0.112596  negative_prob: 0.399332  sentiment: 2.000000  
 原文: 　　他坐在餐椅上，手上拿着一只装满了琥珀色液体的酒杯，将目光投向了相邻的日式房间。  positive_prob: 0.600668  confidence: 0.112596  negative_prob: 0.399332  sentiment: 2.000000  
 原文: 　　由真躺着，身上穿着一件黄色的长袖毛衣。那是一件自打两人开始同居起她便常穿的衣服，虽然看上去已经相当旧了，可她似乎还挺喜欢的。  positive_prob: 0.880081  confidence: 0.733513  negative_prob: 0.119919  sentiment: 2.000000  
 原文: 　　由真躺着，身上穿着一件黄色的长袖毛衣。那是一件自打两人开始同居起她便常穿的衣服，虽然看上去已经相当旧了，可她似乎还挺喜欢的。  positive_prob: 0.880081  confidence: 0.733513  negative_prob: 0.119919  sentiment: 2.000000  
 原文: 　　由真闭着眼睛一动不动。纹丝不动。原本健康的粉色朱唇，已经近乎灰色，而她白皙纤瘦的手也永远不会再轻抚他的胸膛，曾经接受过他那份炽热感情的腰也不会再扭动了。  positive_prob: 0.118169  confidence: 0.737402  negative_prob: 0.881831  sentiment: 0.000000  
 原文: 　　由真闭着眼睛一动不动。纹丝不动。原本健康的粉色朱唇，已经近乎灰色，而她白皙纤瘦的手也永远不会再轻抚他的胸膛，曾经接受过他那份炽热感情的腰也不会再扭动了。  positive_prob: 0.118169  confidence: 0.737402  negative_prob: 0.881831  sentiment: 0.000000  
 原文: 　　他心想：我失去了一切。在此之前他也曾经失去过许许多多各种各样的东西，之所以还能够撑到今天，是因为他坚信自己最宝贵的宝贝依然在手中。这件宝贝自然就是由真。只要有她在身边，他就不会对自己的人生感到太过绝望。  positive_prob: 0.887823  confidence: 0.750718  negative_prob: 0.112177  sentiment: 2.000000  
 原文: 　　他心想：我失去了一切。在此之前他也曾经失去过许许多多各种各样的东西，之所以还能够撑到今天，是因为他坚信自己最宝贵的宝贝依然在手中。这件宝贝自然就是由真。只要有她在身边，他就不会对自己的人生感到太过绝望。  positive_prob: 0.887823  confidence: 0.750718  negative_prob: 0.112177  sentiment: 2.000000  
 原文: 　　然而他终究连这个她也失去了。一想到今后的自己，他就感到眼前发黑。不，今后的事他根本想都不敢想。  positive_prob: 0.043649  confidence: 0.903002  negative_prob: 0.956351  sentiment: 0.000000  
 原文: 　　然而他终究连这个她也失去了。一想到今后的自己，他就感到眼前发黑。不，今后的事他根本想都不敢想。  positive_prob: 0.043649  confidence: 0.903002  negative_prob: 0.956351  sentiment: 0.000000  
 原文: 　　威士忌流过喉咙的那一瞬间，他打了个嗝儿。含在嘴里的威士忌喷了出来，弄湿了他的膝盖。  positive_prob: 0.615407  confidence: 0.145349  negative_prob: 0.384593  sentiment: 2.000000  
 原文: 　　威士忌流过喉咙的那一瞬间，他打了个嗝儿。含在嘴里的威士忌喷了出来，弄湿了他的膝盖。  positive_prob: 0.615407  confidence: 0.145349  negative_prob: 0.384593  sentiment: 2.000000  
 原文: 　　他心想，自己怎么会沦落到这步田地的？他原本不该走上这样一条人生道路。他曾经深信自己能够过上更为美好、充满希望的生活。他从来认为自己是在为了这一目标而不懈地努力着。  positive_prob: 0.424419  confidence: 0.056848  negative_prob: 0.575581  sentiment: 0.000000  
 原文: 　　他心想，自己怎么会沦落到这步田地的？他原本不该走上这样一条人生道路。他曾经深信自己能够过上更为美好、充满希望的生活。他从来认为自己是在为了这一目标而不懈地努力着。  positive_prob: 0.424419  confidence: 0.056848  negative_prob: 0.575581  sentiment: 0.000000  
 原文: 　　人生的齿轮不知哪个齿没咬上。是哪个齿呢？——又一个嗝儿涌了上来。  positive_prob: 0.312359  confidence: 0.305869  negative_prob: 0.687641  sentiment: 0.000000  
 原文: 　　人生的齿轮不知哪个齿没咬上。是哪个齿呢？——又一个嗝儿涌了上来。  positive_prob: 0.312359  confidence: 0.305869  negative_prob: 0.687641  sentiment: 0.000000  
 原文: 　　他放下酒杯，站起来迈着摇摇晃晃的步伐走到了桌旁。  positive_prob: 0.442974  confidence: 0.015613  negative_prob: 0.557026  sentiment: 0.000000  
 原文: 　　他放下酒杯，站起来迈着摇摇晃晃的步伐走到了桌旁。  positive_prob: 0.442974  confidence: 0.015613  negative_prob: 0.557026  sentiment: 0.000000  
 原文: 　　他心想，我很清楚。他很清楚自己是在何时何地走上这条岔路的。  positive_prob: 0.599231  confidence: 0.109403  negative_prob: 0.400769  sentiment: 2.000000  
 原文: 　　他心想，我很清楚。他很清楚自己是在何时何地走上这条岔路的。  positive_prob: 0.599231  confidence: 0.109403  negative_prob: 0.400769  sentiment: 2.000000  
