原文: 第四章：指示  positive_prob: 0.593056  confidence: 0.095681  negative_prob: 0.406944  sentiment: 2.000000  
 原文: 第四章：指示  positive_prob: 0.593056  confidence: 0.095681  negative_prob: 0.406944  sentiment: 2.000000  
 原文: 　　1.  positive_prob: 0.423569  confidence: 0.058735  negative_prob: 0.576431  sentiment: 0.000000  
 原文: 　　1.  positive_prob: 0.423569  confidence: 0.058735  negative_prob: 0.576431  sentiment: 0.000000  
 原文: 　　当电话打来的时候，她就已经大致明白堀部浩介所为何事了。所以尽管也可以早早地给出回答，但她还是决定暂且忍住不说。假如完全是一厢情愿的自以为是，会感觉自己挺傻的，而且在此之前，对于假定的设问，“那个”想必也不会正经回答她。  positive_prob: 0.007604  confidence: 0.983103  negative_prob: 0.992396  sentiment: 0.000000  
 原文: 　　当电话打来的时候，她就已经大致明白堀部浩介所为何事了。所以尽管也可以早早地给出回答，但她还是决定暂且忍住不说。假如完全是一厢情愿的自以为是，会感觉自己挺傻的，而且在此之前，对于假定的设问，“那个”想必也不会正经回答她。  positive_prob: 0.007604  confidence: 0.983103  negative_prob: 0.992396  sentiment: 0.000000  
 原文: 　　堀部指定的地点是车站旁的一家快餐店。虽说叶月觉得如果只是谈话的话，到公园的长凳去谈也行，但她却没法主动说出来。约定四点见面之后，叶月挂断了电话。  positive_prob: 0.075798  confidence: 0.831560  negative_prob: 0.924202  sentiment: 0.000000  
 原文: 　　堀部指定的地点是车站旁的一家快餐店。虽说叶月觉得如果只是谈话的话，到公园的长凳去谈也行，但她却没法主动说出来。约定四点见面之后，叶月挂断了电话。  positive_prob: 0.075798  confidence: 0.831560  negative_prob: 0.924202  sentiment: 0.000000  
 原文: 　　她在四点差五分的时候来到车站前，走进一间能够清楚地看到约好会面的那家快餐店的便利店里，一边装成翻阅杂志的样子，一边观察着快餐店的情形。  positive_prob: 0.190828  confidence: 0.575939  negative_prob: 0.809172  sentiment: 0.000000  
 原文: 　　她在四点差五分的时候来到车站前，走进一间能够清楚地看到约好会面的那家快餐店的便利店里，一边装成翻阅杂志的样子，一边观察着快餐店的情形。  positive_prob: 0.190828  confidence: 0.575939  negative_prob: 0.809172  sentiment: 0.000000  
 原文: 　　没过多久，堀部浩介出现了。他纤瘦高挑，身姿不算好，但叶月却喜欢他那种略带倦感的步伐。虽然平日里看起来有些懒洋洋的，一旦到了赛场上，他的双腿就会如同换了芯似的有力地奔跑起来——或许正是这种反差令她着迷。堀部比叶月要高一级，属于足球部，而叶月在部里任经理。就在前几天，堀部迎来了他的初中毕业典礼。  positive_prob: 0.921104  confidence: 0.824676  negative_prob: 0.078896  sentiment: 2.000000  
 原文: 　　没过多久，堀部浩介出现了。他纤瘦高挑，身姿不算好，但叶月却喜欢他那种略带倦感的步伐。虽然平日里看起来有些懒洋洋的，一旦到了赛场上，他的双腿就会如同换了芯似的有力地奔跑起来——或许正是这种反差令她着迷。堀部比叶月要高一级，属于足球部，而叶月在部里任经理。就在前几天，堀部迎来了他的初中毕业典礼。  positive_prob: 0.921104  confidence: 0.824676  negative_prob: 0.078896  sentiment: 2.000000  
 原文: 　　等他走进去五分钟之后，叶月离开便利店，走向了快餐店。  positive_prob: 0.270428  confidence: 0.399048  negative_prob: 0.729572  sentiment: 0.000000  
 原文: 　　等他走进去五分钟之后，叶月离开便利店，走向了快餐店。  positive_prob: 0.270428  confidence: 0.399048  negative_prob: 0.729572  sentiment: 0.000000  
 原文: 　　堀部坐在靠窗的座位上喝着冰奶咖，看到叶月走过来，他的脸上露出了略显羞涩的笑容。  positive_prob: 0.467122  confidence: 0.342448  negative_prob: 0.532878  sentiment: 1.000000  
 原文: 　　堀部坐在靠窗的座位上喝着冰奶咖，看到叶月走过来，他的脸上露出了略显羞涩的笑容。  positive_prob: 0.467122  confidence: 0.342448  negative_prob: 0.532878  sentiment: 1.000000  
 原文: 　　“不喝点什么吗？”看到叶月坐下身来，他问道。  positive_prob: 0.254123  confidence: 0.435282  negative_prob: 0.745877  sentiment: 0.000000  
 原文: 　　“不喝点什么吗？”看到叶月坐下身来，他问道。  positive_prob: 0.254123  confidence: 0.435282  negative_prob: 0.745877  sentiment: 0.000000  
 原文: 　　“我现在不渴。”  positive_prob: 0.181221  confidence: 0.597288  negative_prob: 0.818779  sentiment: 0.000000  
 原文: 　　“我现在不渴。”  positive_prob: 0.181221  confidence: 0.597288  negative_prob: 0.818779  sentiment: 0.000000  
 原文: 　　她不能说怕花钱。而她也正是为了不点东西，才故意比堀部晚进来。  positive_prob: 0.445076  confidence: 0.010943  negative_prob: 0.554924  sentiment: 0.000000  
 原文: 　　她不能说怕花钱。而她也正是为了不点东西，才故意比堀部晚进来。  positive_prob: 0.445076  confidence: 0.010943  negative_prob: 0.554924  sentiment: 0.000000  
 原文: 　　“突然把你给叫出来，真是抱歉。你不会已经和人有约了吧？”  positive_prob: 0.068915  confidence: 0.846856  negative_prob: 0.931085  sentiment: 0.000000  
 原文: 　　“突然把你给叫出来，真是抱歉。你不会已经和人有约了吧？”  positive_prob: 0.068915  confidence: 0.846856  negative_prob: 0.931085  sentiment: 0.000000  
 原文: 　　“我没事。堀部学长最近都在做些什么呢？”  positive_prob: 0.511617  confidence: 0.767667  negative_prob: 0.488383  sentiment: 1.000000  
 原文: 　　“我没事。堀部学长最近都在做些什么呢？”  positive_prob: 0.511617  confidence: 0.767667  negative_prob: 0.488383  sentiment: 1.000000  
 原文: 　　“这个嘛，啥都没做。虽说也觉得自己要是就这么自由散漫地念高中的话，可就麻烦了。”堀部边说边玩弄着额发，这是他紧张时的习惯动作。  positive_prob: 0.481761  confidence: 0.635216  negative_prob: 0.518239  sentiment: 1.000000  
 原文: 　　“这个嘛，啥都没做。虽说也觉得自己要是就这么自由散漫地念高中的话，可就麻烦了。”堀部边说边玩弄着额发，这是他紧张时的习惯动作。  positive_prob: 0.481761  confidence: 0.635216  negative_prob: 0.518239  sentiment: 1.000000  
 原文: 　　两人漫无边际地谈了些足球部的事。堀部频繁地舔着嘴唇，摆弄着额发。一眼就能看出他虽然在和对方有问有答地谈着，但却有点心不在焉。  positive_prob: 0.307694  confidence: 0.316235  negative_prob: 0.692306  sentiment: 0.000000  
 原文: 　　两人漫无边际地谈了些足球部的事。堀部频繁地舔着嘴唇，摆弄着额发。一眼就能看出他虽然在和对方有问有答地谈着，但却有点心不在焉。  positive_prob: 0.307694  confidence: 0.316235  negative_prob: 0.692306  sentiment: 0.000000  
 原文: 　　终于，他像是下定了决心似的挺直了脊背，两眼笔直地望着叶月。  positive_prob: 0.649810  confidence: 0.221800  negative_prob: 0.350190  sentiment: 2.000000  
 原文: 　　终于，他像是下定了决心似的挺直了脊背，两眼笔直地望着叶月。  positive_prob: 0.649810  confidence: 0.221800  negative_prob: 0.350190  sentiment: 2.000000  
 原文: 　　“这个，今天约你出来，是因为我有个事情想问问你。”他说话时偶尔会移开视线，说道，“真濑，你有正在交往的男朋友了，是吗？”  positive_prob: 0.139719  confidence: 0.689514  negative_prob: 0.860281  sentiment: 0.000000  
 原文: 　　“这个，今天约你出来，是因为我有个事情想问问你。”他说话时偶尔会移开视线，说道，“真濑，你有正在交往的男朋友了，是吗？”  positive_prob: 0.139719  confidence: 0.689514  negative_prob: 0.860281  sentiment: 0.000000  
 原文: 　　他的问题正如叶月所料。她摇了摇头，小声地回答了一句“还没有”。她能感觉到堀部听后像是放下了一颗悬着的心。  positive_prob: 0.087269  confidence: 0.806069  negative_prob: 0.912731  sentiment: 0.000000  
 原文: 　　他的问题正如叶月所料。她摇了摇头，小声地回答了一句“还没有”。她能感觉到堀部听后像是放下了一颗悬着的心。  positive_prob: 0.087269  confidence: 0.806069  negative_prob: 0.912731  sentiment: 0.000000  
 原文: 　　“那你愿意和我交往吗？”  positive_prob: 0.241034  confidence: 0.464370  negative_prob: 0.758967  sentiment: 0.000000  
 原文: 　　“那你愿意和我交往吗？”  positive_prob: 0.241034  confidence: 0.464370  negative_prob: 0.758967  sentiment: 0.000000  
 原文: 　　虽然他的表白时如此的生硬，但叶月还是感到心头一热。她的心开始怦怦直跳。  positive_prob: 0.223912  confidence: 0.502418  negative_prob: 0.776088  sentiment: 0.000000  
 原文: 　　虽然他的表白时如此的生硬，但叶月还是感到心头一热。她的心开始怦怦直跳。  positive_prob: 0.223912  confidence: 0.502418  negative_prob: 0.776088  sentiment: 0.000000  
 原文: 　　“不行吗？你另外有喜欢的人了？”  positive_prob: 0.112613  confidence: 0.749750  negative_prob: 0.887387  sentiment: 0.000000  
 原文: 　　“不行吗？你另外有喜欢的人了？”  positive_prob: 0.112613  confidence: 0.749750  negative_prob: 0.887387  sentiment: 0.000000  
 原文: 　　“不是的。”  positive_prob: 0.139835  confidence: 0.689256  negative_prob: 0.860165  sentiment: 0.000000  
 原文: 　　“不是的。”  positive_prob: 0.139835  confidence: 0.689256  negative_prob: 0.860165  sentiment: 0.000000  
 原文: 　　“那你愿意答应我吗？”  positive_prob: 0.209299  confidence: 0.534892  negative_prob: 0.790701  sentiment: 0.000000  
 原文: 　　“那你愿意答应我吗？”  positive_prob: 0.209299  confidence: 0.534892  negative_prob: 0.790701  sentiment: 0.000000  
 原文: 　　叶月深吸一口气，抬眼望着他：“我一定要现在当场回答吗？”  positive_prob: 0.264692  confidence: 0.411795  negative_prob: 0.735308  sentiment: 0.000000  
 原文: 　　叶月深吸一口气，抬眼望着他：“我一定要现在当场回答吗？”  positive_prob: 0.264692  confidence: 0.411795  negative_prob: 0.735308  sentiment: 0.000000  
 原文: 　　“倒也不是，可为什么呢？我很想尽快知道答案。”  positive_prob: 0.100846  confidence: 0.775898  negative_prob: 0.899154  sentiment: 0.000000  
 原文: 　　“倒也不是，可为什么呢？我很想尽快知道答案。”  positive_prob: 0.100846  confidence: 0.775898  negative_prob: 0.899154  sentiment: 0.000000  
 原文: 　　“我想稍微考虑一下……可以吗？”  positive_prob: 0.233936  confidence: 0.480143  negative_prob: 0.766064  sentiment: 0.000000  
 原文: 　　“我想稍微考虑一下……可以吗？”  positive_prob: 0.233936  confidence: 0.480143  negative_prob: 0.766064  sentiment: 0.000000  
 原文: 　　“好吧。那你什么时候能给我答复呢？”  positive_prob: 0.285446  confidence: 0.365675  negative_prob: 0.714554  sentiment: 0.000000  
 原文: 　　“好吧。那你什么时候能给我答复呢？”  positive_prob: 0.285446  confidence: 0.365675  negative_prob: 0.714554  sentiment: 0.000000  
 原文: 　　“我会很快给你打电话的，估计今天之内就打。”  positive_prob: 0.521841  confidence: 0.563176  negative_prob: 0.478159  sentiment: 1.000000  
 原文: 　　“我会很快给你打电话的，估计今天之内就打。”  positive_prob: 0.521841  confidence: 0.563176  negative_prob: 0.478159  sentiment: 1.000000  
