原文: 　　   positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　　《嫌疑犯X的献身》 作者：（日）东野圭吾  positive_prob: 0.633570  confidence: 0.185711  negative_prob: 0.366430  sentiment: 2.000000  
 原文: 　　《嫌疑犯X的献身》 作者：（日）东野圭吾  positive_prob: 0.633570  confidence: 0.185711  negative_prob: 0.366430  sentiment: 2.000000  
 原文: 　　书的封面写着这么几句话：究竟爱一个人，可以爱到什么地步？  positive_prob: 0.413986  confidence: 0.080031  negative_prob: 0.586014  sentiment: 0.000000  
 原文: 　　书的封面写着这么几句话：究竟爱一个人，可以爱到什么地步？  positive_prob: 0.413986  confidence: 0.080031  negative_prob: 0.586014  sentiment: 0.000000  
 原文: 　　究竟什么样的邂逅，可以舍命不悔？  positive_prob: 0.385319  confidence: 0.143735  negative_prob: 0.614681  sentiment: 0.000000  
 原文: 　　究竟什么样的邂逅，可以舍命不悔？  positive_prob: 0.385319  confidence: 0.143735  negative_prob: 0.614681  sentiment: 0.000000  
 原文: 　　逻辑的尽头，不是理性与秩序的理想国，  positive_prob: 0.342086  confidence: 0.239808  negative_prob: 0.657914  sentiment: 0.000000  
 原文: 　　逻辑的尽头，不是理性与秩序的理想国，  positive_prob: 0.342086  confidence: 0.239808  negative_prob: 0.657914  sentiment: 0.000000  
 原文: 　　而是我用生命奉献的爱情。  positive_prob: 0.719706  confidence: 0.377124  negative_prob: 0.280294  sentiment: 2.000000  
 原文: 　　而是我用生命奉献的爱情。  positive_prob: 0.719706  confidence: 0.377124  negative_prob: 0.280294  sentiment: 2.000000  
 原文: 　　第一章  positive_prob: 0.539501  confidence: 0.209972  negative_prob: 0.460499  sentiment: 1.000000  
 原文: 　　第一章  positive_prob: 0.539501  confidence: 0.209972  negative_prob: 0.460499  sentiment: 1.000000  
 原文: 　　上午七点三十五分，石神像平常一样离开公寓。虽已进入三月，风还是相当冷，他把下巴埋在围巾里迈步走出。走上马路前，他先瞥了一眼脚踏车停车场。那里放着几辆车，但是没有他在意的绿色脚踏车。  positive_prob: 0.701407  confidence: 0.336459  negative_prob: 0.298593  sentiment: 2.000000  
 原文: 　　上午七点三十五分，石神像平常一样离开公寓。虽已进入三月，风还是相当冷，他把下巴埋在围巾里迈步走出。走上马路前，他先瞥了一眼脚踏车停车场。那里放着几辆车，但是没有他在意的绿色脚踏车。  positive_prob: 0.701407  confidence: 0.336459  negative_prob: 0.298593  sentiment: 2.000000  
 原文: 　　往南大约走个二十公尺，就来到大马路，是新大桥路。往左，也就是往东走的话就是朝江户川区的线路，往西走则会到日本桥。日本桥前是隅田川，架在河上的桥就是新大桥。  positive_prob: 0.829291  confidence: 0.620646  negative_prob: 0.170709  sentiment: 2.000000  
 原文: 　　往南大约走个二十公尺，就来到大马路，是新大桥路。往左，也就是往东走的话就是朝江户川区的线路，往西走则会到日本桥。日本桥前是隅田川，架在河上的桥就是新大桥。  positive_prob: 0.829291  confidence: 0.620646  negative_prob: 0.170709  sentiment: 2.000000  
 原文: 　　要去石神的上班地点，这样一直往南走就是最短的路线。只要走个几百公尺，就会走到清澄庭园这个公园。公园前的私立高中就是他上班之处，换言之他是个教师，教数学。  positive_prob: 0.842585  confidence: 0.650188  negative_prob: 0.157415  sentiment: 2.000000  
 原文: 　　要去石神的上班地点，这样一直往南走就是最短的路线。只要走个几百公尺，就会走到清澄庭园这个公园。公园前的私立高中就是他上班之处，换言之他是个教师，教数学。  positive_prob: 0.842585  confidence: 0.650188  negative_prob: 0.157415  sentiment: 2.000000  
 原文: 　　石神看到眼前的交通灯变成红登，遂向右转，朝新大桥走去。迎面而来的风掀起他的外套。他将双手插进口袋，微微弓着身子举步前行。  positive_prob: 0.837439  confidence: 0.638754  negative_prob: 0.162561  sentiment: 2.000000  
 原文: 　　石神看到眼前的交通灯变成红登，遂向右转，朝新大桥走去。迎面而来的风掀起他的外套。他将双手插进口袋，微微弓着身子举步前行。  positive_prob: 0.837439  confidence: 0.638754  negative_prob: 0.162561  sentiment: 2.000000  
 原文: 　　厚重的云层覆盖天空，隅田川倒映着暗沉的天色，看起来也一片污浊。小船正朝上游前进，石神边望着那副情景边走过新大桥。  positive_prob: 0.903955  confidence: 0.786568  negative_prob: 0.096045  sentiment: 2.000000  
 原文: 　　厚重的云层覆盖天空，隅田川倒映着暗沉的天色，看起来也一片污浊。小船正朝上游前进，石神边望着那副情景边走过新大桥。  positive_prob: 0.903955  confidence: 0.786568  negative_prob: 0.096045  sentiment: 2.000000  
 原文: 　　一过了桥，他走下桥旁阶梯。穿过桥下，开始沿着隅田川走。河岸两边都设有步道。不过要是，全家出游或情侣散步，多半是从前面的清洲桥开始，即便是假日也很少有人走到新大桥附近。只要一来到此处立刻会明白原因何在，因为放眼望去，是一整排游民用蓝色塑胶布覆盖的住处。正上方就是高速公路，所以此地用来遮风避雨或许最理想不过。最好的证据，就是河对岸连一间蓝色小屋都没有，当然，这一方面大概也是因为对他们来说群居会比较方便吧。  positive_prob: 0.983369  confidence: 0.963042  negative_prob: 0.016631  sentiment: 2.000000  
